2020,6,1,8.267,6.007
2020,6,2,8.836,4.913
2020,6,3,8.28,4.885
2020,6,4,6.908,5.564
2020,6,5,6.145,5.75
2020,6,6,5.057,3.88
2020,6,7,2.941,5.588
2020,6,8,6.487,6.299
2020,6,9,7.18,7.362
2020,6,10,6.161,9.611
2020,6,11,5.041,9.997
2020,6,12,6.209,11.306
2020,6,13,8.976,11.828
2020,6,14,7.119,11.185
2020,6,15,6.01,11.304
2020,6,16,5.986,12.601
2020,6,17,5.009,13.803
2020,6,18,7.384,13.332
2020,6,19,9.444,13.568
2020,6,20,9.5,13.207
2020,6,21,8.147,15.322
2020,6,22,8.55,14.02
2020,6,23,8.616,14.014
2020,6,24,8.942,15.193
2020,6,25,9.289,14.471
2020,6,26,8.168,12.298
2020,6,27,8.803,10.982
2020,6,28,7.968,10.02
2020,6,29,11.58,9.938
2020,6,30,11.707,10.626
2020,7,1,10.581,10.902
2020,7,2,10.109,10.874
2020,7,3,10.871,11.214
2020,7,4,12.645,12.544
2020,7,5,12.614,13.794
2020,7,6,11.154,13.315
2020,7,7,10.55,13.477
2020,7,8,9.437,15.097
2020,7,9,9.235,15.252
2020,7,10,9.559,13.454
2020,7,11,10.108,13.744
2020,7,12,10.29,11.787
2020,7,13,10.532,12.585
2020,7,14,11.48,11.834
2020,7,15,11.318,11.131
2020,7,16,11.968,12.764
2020,7,17,13.535,12.429
2020,7,18,14.555,12.638
2020,7,19,14.229,12.872
2020,7,20,12.022,9.48
2020,7,21,10.463,9.427
2020,7,22,10.298,9.743
2020,7,23,10.056,9.77
2020,7,24,11.757,10.316
2020,7,25,9.592,10.546
2020,7,26,11.076,11.365
2020,7,27,10.682,12.927
2020,7,28,11.38,12.455
2020,7,29,8.56,12.842
2020,7,30,10.803,12.989
2020,7,31,10.117,12.222
2020,8,1,11.644,10.483
2020,8,2,10.73,10.663
2020,8,3,11.27,9.136
2020,8,4,12.283,10.351
2020,8,5,12.105,11.325
2020,8,6,10.676,11.434
2020,8,7,11.301,11.275
2020,8,8,10.887,11.07
2020,8,9,11.608,10.009
2020,8,10,10.746,9.751
2020,8,11,8.814,9.841
2020,8,12,9.664,11.331
2020,8,13,9.947,9.819
2020,8,14,10.367,9.27
2020,8,15,9.721,9.236
2020,8,16,8.038,9.568
2020,8,17,9.331,9.429
2020,8,18,8.266,9.129
2020,8,19,9.467,10.642
2020,8,20,10.905,9.886
2020,8,21,9.581,8.294
2020,8,22,10.589,8.689
2020,8,23,9.639,9.074
2020,8,24,7.521,10.814
2020,8,25,7.309,11.74
2020,8,26,6.362,12.218
2020,8,27,3.582,12.217
2020,8,28,5.333,12.011
2020,8,29,5.384,12.118
2020,8,30,5.817,10.409
2020,8,31,5.245,10.351
2020,9,1,5.919,9.681
2020,9,2,7.515,8.397
2020,9,3,8.584,7.822
2020,9,4,8.998,7.502
2020,9,5,11.503,6.446
2020,9,6,10.144,5.686
2020,9,7,10.741,3.815
2020,9,8,8.791,6.327
2020,9,9,8.723,6.449
2020,9,10,7.793,7.77
2020,9,11,7.941,6.363
2020,9,12,10.042,7.929
2020,9,13,12.335,5.614
2020,9,14,10.928,5.86
2020,9,15,8.46,3.43
2020,9,16,8.687,4.012
2020,9,17,4.858,2.679
2020,9,18,4.433,4.21
2020,9,19,6.163,6.099
2020,9,20,6.432,5.522
2020,9,21,6.583,4.987
2020,9,22,6.761,4.972
2020,9,23,4.929,4.903
2020,9,24,3.219,5.198
2020,9,25,6.12,5.158
2020,9,26,5.418,6.41
2020,9,27,6.414,8.409
2020,9,28,5.569,6.221
2020,9,29,5.875,5.575
2020,9,30,4.207,6.848
